,app_number,patent_number,blocked_app
820,"08/557,657",5771353,12194311
821,"08/557,657",5771353,10757609
822,"08/557,657",5771353,10757609
823,"08/557,657",5771353,10757609
824,"08/557,657",5771353,10757609
825,"08/557,657",5771353,10757609
826,"90/010,370",5771353,12194311
827,"90/010,370",5771353,10757609
828,"90/010,370",5771353,10757609
829,"90/010,370",5771353,10757609
830,"90/010,370",5771353,12194311
831,"90/010,370",5771353,10757609
832,"90/010,370",5771353,10757609
833,"90/010,370",5771353,10757609
834,"90/010,370",5771353,10757609
835,"90/010,370",5771353,10757609
836,"09/132,447",6377161,10987917
837,"09/070,316",6285786,12477582
838,"09/070,316",6285786,12194780
839,"10/246,337",7831992,11769029
840,"08/677,478",6009336,11620071
841,"08/677,478",6009336,11620071
842,"09/217,775",6169903,13036393
843,"10/255,359",7171204,11871286
844,"10/255,359",7171204,11871286
845,"11/423,513",7600880,12026367
846,"10/437,220",7103319,10893389
847,"10/437,220",7103319,10893389
848,"08/715,887",6134223,11959650
849,"08/715,887",6134223,11959650
850,"08/715,887",6134223,11959650
851,"08/715,887",6134223,11959650
852,"08/715,887",6134223,11959650
853,"08/715,887",6134223,11959650
854,"08/715,887",6134223,11959650
855,"08/715,887",6134223,11959650
856,"08/715,887",6134223,11959650
857,"08/715,887",6134223,11959650
858,"08/715,887",6134223,11959650
859,"09/746,347",6694060,12165625
860,"09/746,347",6694060,12165625
861,"09/746,347",6694060,12165625
862,"09/746,347",6694060,12165625
863,"09/746,347",6694060,12165625
864,"09/275,658",6434391,12844361
865,"09/275,658",6434391,11719226
866,"09/275,658",6434391,13597300
867,"11/208,673",7176838,12941011
868,"11/208,673",7176838,12941011
869,"11/208,673",7176838,12941010
870,"11/208,673",7176838,12941010
871,"10/349,006",7200363,12495881
872,"10/349,006",7200363,12495881
873,"10/694,464",7471749,12065588
874,"09/277,304",6223291,13413173
875,"09/277,304",6223291,13413173
876,"09/277,304",6223291,13413173
877,"09/277,304",6223291,13413173
878,"09/277,304",6223291,13413173
879,"09/508,183",6807527,12748565
880,"08/962,517",6101175,11739674
881,"08/962,517",6101175,11739674
882,"08/962,517",6101175,11739674
883,"10/135,614",7024207,12187775
884,"10/135,614",7024207,12187775
885,"10/136,084",6661371,13014355
886,"11/683,030",7933238,13357430
887,"11/683,030",7933238,13357425
888,"09/686,732",6606483,11599393
889,"09/686,732",6606483,12957856
890,"09/686,732",6606483,13133792
891,"08/959,882",6005498,12395012
892,"09/870,181",6764788,12907648
893,"09/928,140",7061879,11856788
894,"09/921,234",6958984,11562979
895,"09/921,234",6958984,13564068
896,"09/902,438",6842484,12906761
897,"09/902,438",6842484,12906761
898,"10/424,017",6819083,12436562
899,"10/424,017",6819083,12330875
900,"09/097,645",6259733,12308907
901,"10/022,269",7180875,12470616
902,"09/535,924",6944137,11965875
903,"09/535,924",6944137,11965875
904,"11/689,492",7796639,12934919
905,"09/017,563",6134121,13270414
906,"08/706,881",5640166,10992173
907,"08/706,881",5640166,10992173
908,"08/706,881",5640166,10992173
909,"11/272,853",7787421,12497172
910,"10/052,127",7149521,12475942
911,"10/052,127",7149521,12475942
912,"10/052,127",7149521,12475942
913,"10/052,127",7149521,12475942
914,"09/752,570",7035270,12360107
915,"08/806,949",6104993,13024135
916,"08/806,949",6104993,13024135
917,"09/031,987",6078809,10626048
918,"08/893,131",6072831,11396568
919,"08/893,131",6072831,10989886
920,"08/893,131",6072831,10934118
921,"08/893,131",6072831,12158245
922,"08/893,131",6072831,11396568
923,"09/710,321",6822974,12130305
924,"09/710,321",6822974,12130305
925,"11/762,232",8131286,12715920
926,"10/944,965",7190263,12080524
927,"10/944,965",7190263,12080524
928,"10/944,965",7190263,12603208
929,"09/988,402",7159120,11493952
930,"09/988,402",7159120,12728624
931,"09/988,402",7159120,12728624
932,"09/988,402",7159120,11857383
933,"09/988,402",7159120,12120165
934,"09/988,402",7159120,12120165
935,"09/988,402",7159120,11493952
936,"09/988,402",7159120,11634371
937,"11/612,832",7271948,12138977
938,"11/612,832",7271948,12138977
939,"11/612,832",7271948,12138977
940,"11/612,832",7271948,12138977
941,"09/338,873",6275536,11381780
942,"09/338,873",6275536,11381780
943,"09/338,873",6275536,11381780
944,"09/338,873",6275536,11256565
945,"08/617,462",5812542,12901616
946,"11/210,324",7199762,13209325
947,"11/210,324",7199762,12936988
948,"08/883,019",6073092,10215048
949,"08/883,019",6073092,10215048
950,"09/387,107",6327299,12088414
951,"09/351,490",6459440,12361725
952,"09/351,490",6459440,12349153
953,"11/378,175",7683918,11876972
954,"11/378,175",7683918,11978075
955,"11/378,175",7683918,11978075
956,"11/378,175",7683918,11978075
957,"11/378,175",7683918,11978075
958,"11/378,175",7683918,11924399
959,"11/378,175",7683918,11876972
960,"11/383,506",7230550,13269852
961,"11/590,275",7468573,12502647
962,"10/835,971",7058407,11956168
963,"10/835,971",7058407,13357458
964,"10/424,121",7500198,12016892
965,"10/424,121",7500198,10719317
966,"10/424,121",7500198,10719317
967,"10/424,121",7500198,11367433
968,"09/454,846",6424623,12699842
969,"09/454,846",6424623,12699842
970,"09/454,846",6424623,12699846
971,"08/680,665",5758264,12721934
972,"09/434,927",6424743,11547066
973,"09/434,927",6424743,11740840
974,"09/434,927",6424743,12164037
975,"09/434,927",6424743,12164037
976,"11/127,547",7603120,13460532
977,"08/965,691",5850611,12064553
978,"08/965,691",5850611,12064553
979,"08/965,691",5850611,12064553
980,"08/965,691",5850611,12064553
981,"08/965,691",5850611,12161630
982,"08/965,691",5850611,12161630
983,"09/792,815",7050419,10597482
984,"09/792,815",7050419,11298446
985,"09/792,815",7050419,11298446
986,"09/792,815",7050419,12499450
987,"09/792,815",7050419,11845781
988,"09/792,815",7050419,11954898
989,"09/792,815",7050419,13338677
990,"09/053,790",6144276,13342315
991,"08/564,464",6018651,12119160
992,"11/391,112",7684799,12924196
993,"11/391,112",7684799,12924196
994,"11/391,112",7684799,12924196
995,"09/836,728",6734898,11616870
996,"09/836,728",6734898,10469174
997,"09/836,728",6734898,10469174
998,"09/836,728",6734898,11616870
999,"09/836,728",6734898,11620158
1000,"09/836,728",6734898,11620158
1001,"09/836,728",6734898,10469174
1002,"09/836,728",6734898,10469174
1003,"08/978,392",6128735,11027747
1004,"08/978,392",6128735,12698894
1005,"08/978,392",6128735,11027747
1006,"08/978,392",6128735,11737873
1007,"08/978,392",6128735,11737873
1008,"08/978,392",6128735,12698894
1009,"09/738,126",6497975,11831894
1010,"09/738,126",6497975,11831894
1011,"09/738,126",6497975,12922767
1012,"09/008,417",6164531,12393561
1013,"09/921,201",7002942,11562979
1014,"10/034,572",7136909,11530599
1015,"10/034,572",7136909,11530599
1016,"10/034,572",7136909,11530599
1017,"10/034,572",7136909,12374666
1018,"10/034,572",7136909,12374666
1019,"10/034,572",7136909,12374666
1020,"10/034,572",7136909,11530599
1021,"10/034,572",7136909,11530599
1022,"09/736,755",6920171,12101054
1023,"09/736,755",6920171,12947487
1024,"09/736,755",6920171,12088453
1025,"09/736,755",6920171,12101049
1026,"09/736,755",6920171,12101049
1027,"09/736,755",6920171,12101054
1028,"09/736,755",6920171,12101049
1029,"09/736,755",6920171,12101049
1030,"09/736,755",6920171,12672955
1031,"09/736,755",6920171,12833160
1032,"09/736,755",6920171,13101937
1033,"09/122,735",6125278,12030050
1034,"08/869,543",6125286,12149955
1035,"08/869,543",6125286,12149955
1036,"08/869,543",6125286,12391932
1037,"10/973,531",7136482,10542262
1038,"10/973,531",7136482,10542262
1039,"10/973,531",7136482,10542262
1040,"10/973,531",7136482,13558531
1041,"08/816,914",5948066,11658773
1042,"08/816,914",5948066,10354403
1043,"09/706,894",6486874,11580218
1044,"09/706,894",6486874,11580218
1045,"09/706,894",6486874,11580218
1046,"12/538,243",8379655,13263406
1047,"10/609,859",6999773,11054771
1048,"10/609,859",6999773,11054771
1049,"10/609,859",6999773,11054771
1050,"10/609,859",6999773,11054771
1051,"10/609,859",6999773,11054771
1052,"08/766,059",5909444,11955121
1053,"09/695,554",6732270,11596574
1054,"09/695,554",6732270,11596574
1055,"11/321,123",7848739,12309203
1056,"11/321,123",7848739,12309203
1057,"09/694,247",6421016,12380598
1058,"09/046,013",5929776,13214983
1059,"09/491,194",6704572,13052667
1060,"09/491,194",6704572,12220853
1061,"10/427,537",7106814,12595105
1062,"09/560,767",6549789,12083959
1063,"09/560,767",6549789,11945684
1064,"09/560,767",6549789,11945684
1065,"09/560,767",6549789,11945684
1066,"09/560,767",6549789,11650484
1067,"09/560,767",6549789,12704444
1068,"09/560,767",6549789,11945684
1069,"09/560,767",6549789,11945684
1070,"09/560,767",6549789,11945684
1071,"09/594,395",6389269,12623248
1072,"08/635,273",5631101,11166776
1073,"08/635,273",5631101,11166776
1074,"08/635,273",5631101,11166776
1075,"08/635,273",5631101,11166776
1076,"10/349,062",6937873,12097521
1077,"09/166,745",6608861,11736030
1078,"09/166,745",6608861,11736030
1079,"10/297,553",7062246,10954019
1080,"08/960,476",6084968,11578787
1081,"08/959,409",6044276,11375052
1082,"08/959,409",6044276,11375052
1083,"09/818,014",6342774,12744642
1084,"09/818,014",6342774,12744642
1085,"08/749,577",6161207,12494957
1086,"09/131,143",6327307,13126040
1087,"08/578,115",5966651,11233069
1088,"10/068,443",7158482,10816385
1089,"09/013,850",6310898,11729927
1090,"09/013,850",6310898,11729927
1091,"09/013,850",6310898,11729927
1092,"09/013,850",6310898,11729927
1093,"09/013,850",6310898,11729927
1094,"09/013,850",6310898,11729927
1095,"10/733,661",7096025,11199081
1096,"10/733,661",7096025,11199081
1097,"08/884,892",6094565,12055853
1098,"08/884,892",6094565,12471217
1099,"08/884,892",6094565,12055853
1100,"08/572,468",5893132,9344492
1101,"08/572,468",5893132,11549720
1102,"10/207,589",7375730,12717345
1103,"08/560,732",5949948,11831916
1104,"08/560,732",5949948,11831916
1105,"08/560,732",5949948,12957148
1106,"09/356,389",6144186,12195618
1107,"09/356,389",6144186,12195618
1108,"09/356,389",6144186,12195618
1109,"09/356,389",6144186,12195618
1110,"09/356,389",6144186,12195618
1111,"09/356,389",6144186,12195618
1112,"09/356,389",6144186,12195618
1113,"09/356,389",6144186,12195618
1114,"09/356,389",6144186,12195618
1115,"09/356,389",6144186,12195618
1116,"09/356,389",6144186,12195618
1117,"09/356,389",6144186,12195618
1118,"09/356,389",6144186,12195618
1119,"09/356,389",6144186,12195618
1120,"09/917,185",6859494,11638838
1121,"09/917,185",6859494,11638838
1122,"09/634,609",6912507,12187775
1123,"09/634,609",6912507,12187775
1124,"09/634,609",6912507,13250791
1125,"08/786,579",6212550,12399004
1126,"08/786,579",6212550,12077822
1127,"08/786,579",6212550,13445884
1128,"08/786,579",6212550,13445884
1129,"09/737,720",6668173,10265980
1130,"09/737,720",6668173,11466781
1131,"09/737,720",6668173,13216511
1132,"09/737,720",6668173,11000667
1133,"09/737,720",6668173,13216511
1134,"09/737,720",6668173,13216511
1135,"09/737,720",6668173,11000667
1136,"11/838,536",8145127,12819355
1137,"10/317,529",6954649,11449274
1138,"10/317,529",6954649,11449274
1139,"08/791,043",5926104,13108925
1140,"08/829,074",6104726,11932726
1141,"08/829,074",6104726,11932726
1142,"09/777,767",6862433,12392456
1143,"09/777,767",6862433,12392456
1144,"09/777,767",6862433,12392456
1145,"09/777,767",6862433,10600209
1146,"09/777,767",6862433,12132549
1147,"09/777,767",6862433,12592469
1148,"09/624,402",6720864,12089690
1149,"09/624,402",6720864,12089690
1150,"09/624,402",6720864,12089690
1151,"09/624,402",6720864,12089690
1152,"09/624,402",6720864,12089690
1153,"09/624,402",6720864,12089690
1154,"09/624,402",6720864,12089690
1155,"09/252,135",6259741,13018709
1156,"09/252,135",6259741,13019090
1157,"10/203,778",6963730,11784883
1158,"10/203,778",6963730,11784883
1159,"09/468,025",6449465,12400764
1160,"09/468,025",6449465,11670931
1161,"09/468,025",6449465,13461697
1162,"10/356,901",7184745,12498632
1163,"10/356,901",7184745,12498632
1164,"10/356,901",7184745,12498632
1165,"10/356,901",7184745,12498632
1166,"10/356,901",7184745,12498632
1167,"10/356,901",7184745,12498632
1168,"10/356,901",7184745,12498632
1169,"10/356,901",7184745,12498632
1170,"10/356,901",7184745,12498632
1171,"10/356,901",7184745,12498632
1172,"10/108,407",6847311,12391571
1173,"10/108,407",6847311,12391571
1174,"10/108,407",6847311,12391571
1175,"10/108,407",6847311,12391571
1176,"09/613,798",6889212,12335046
1177,"09/613,798",6889212,12335046
1178,"08/580,265",6055333,10183991
1179,"08/580,265",6055333,10183991
1180,"10/020,328",6640087,13118051
1181,"10/020,328",6640087,11295896
1182,"10/020,328",6640087,11295896
1183,"10/020,328",6640087,12367293
1184,"10/020,328",6640087,13138516
1185,"10/020,328",6640087,13138516
1186,"10/020,328",6640087,13138516
1187,"10/020,328",6640087,13138516
1188,"10/020,328",6640087,13138516
1189,"10/020,328",6640087,13138516
1190,"11/252,726",7653398,13037079
1191,"09/358,674",6556814,12887467
1192,"09/358,674",6556814,12887467
1193,"09/358,674",6556814,12887467
1194,"09/358,674",6556814,12887467
1195,"10/037,559",6947760,11048766
1196,"09/219,913",6289129,13190110
1197,"11/956,640",8036237,12731984
1198,"09/415,168",6192256,12130396
1199,"09/415,168",6192256,11985325
1200,"09/415,168",6192256,11985325
1201,"09/616,109",6931059,12949957
1202,"09/616,109",6931059,12949957
1203,"10/372,981",7082290,13152170
1204,"10/372,981",7082290,13152170
1205,"10/372,981",7082290,13152170
1206,"10/372,981",7082290,13152170
1207,"10/372,981",7082290,13152170
1208,"10/372,981",7082290,13152170
1209,"10/372,981",7082290,13152170
1210,"10/372,981",7082290,13152170
1211,"10/372,981",7082290,13152170
1212,"10/372,981",7082290,13152170
1213,"08/572,603",5815407,12855256
1214,"08/572,603",5815407,12855256
1215,"08/572,603",5815407,12855256
1216,"08/572,603",5815407,12855256
1217,"08/572,603",5815407,12855256
1218,"08/572,603",5815407,12855256
1219,"08/572,603",5815407,12855256
1220,"08/572,603",5815407,12855256
1221,"08/572,603",5815407,12855256
1222,"08/572,603",5815407,12855256
1223,"08/995,922",6112074,11974023
1224,"11/613,349",7477699,12164718
1225,"11/613,349",7477699,12164718
1226,"11/132,643",7643817,12034989
1227,"11/110,126",7269561,12810384
1228,"11/110,126",7269561,12810384
1229,"09/393,097",6246327,10586738
1230,"09/737,152",6961384,12187352
1231,"09/737,152",6961384,11817686
1232,"09/127,348",6223154,11092372
1233,"09/127,348",6223154,11092372
1234,"09/644,528",6493671,12393641
1235,"09/644,528",6493671,12393641
1236,"10/140,148",6792534,11119408
1237,"08/980,435",5929702,12671656
1238,"08/980,435",5929702,12671656
1239,"09/925,199",6797427,11965035
1240,"09/925,199",6797427,11965035
1241,"09/925,199",6797427,11965035
1242,"09/925,199",6797427,11965035
1243,"09/925,199",6797427,11965035
1244,"09/925,199",6797427,11965035
1245,"09/925,199",6797427,11965035
1246,"09/925,199",6797427,11965035
1247,"09/925,199",6797427,11965035
1248,"09/925,199",6797427,11965035
1249,"09/925,199",6797427,11965035
1250,"09/925,199",6797427,11965035
1251,"09/925,199",6797427,11965035
1252,"09/925,199",6797427,11965035
1253,"08/608,020",5736933,12956834
1254,"10/889,502",7733919,12583369
1255,"09/610,023",6741873,11378364
1256,"09/610,023",6741873,11378364
1257,"09/630,987",6384727,10586738
1258,"09/630,987",6384727,10586738
1259,"09/258,985",6505058,12052500
1260,"09/258,985",6505058,12052500
1261,"10/919,819",7312729,12194605
1262,"09/020,838",6226403,12194780
1263,"09/908,898",6498358,13038421
1264,"10/184,286",6766147,11470738
1265,"10/184,286",6766147,11470738
1266,"10/184,286",6766147,11470738
1267,"10/184,286",6766147,11470738
1268,"10/184,286",6766147,11470738
1269,"10/184,286",6766147,11470738
1270,"10/184,286",6766147,11470738
1271,"10/184,286",6766147,11470738
1272,"10/184,286",6766147,11470738
1273,"10/184,286",6766147,11470738
1274,"10/184,286",6766147,11470738
1275,"10/184,286",6766147,11470738
1276,"09/069,586",6188767,10683761
1277,"09/822,653",7117019,12197789
1278,"09/822,653",7117019,12197789
1279,"09/822,653",7117019,12197789
1280,"09/390,562",6249678,12533651
1281,"09/390,562",6249678,12533651
1282,"08/857,399",6151397,12905794
1283,"09/961,941",6888811,12904085
1284,"09/961,941",6888811,13225848
1285,"09/410,780",6122335,12393737
1286,"09/575,749",7206847,12162468
1287,"08/998,749",5942938,13017042
1288,"08/879,403",5867478,10477250
1289,"08/879,403",5867478,11957617
1290,"08/879,403",5867478,11957617
1291,"08/879,403",5867478,11957617
1292,"08/879,403",5867478,11957617
1293,"08/879,403",5867478,12000291
1294,"08/879,403",5867478,11242115
1295,"08/879,403",5867478,12052842
1296,"08/879,403",5867478,12052842
1297,"08/879,403",5867478,12052842
1298,"08/879,403",5867478,12052842
1299,"08/879,403",5867478,11957617
1300,"08/879,403",5867478,11957617
1301,"08/879,403",5867478,11957617
1302,"08/879,403",5867478,12629571
1303,"08/879,403",5867478,12189437
1304,"08/879,403",5867478,12189437
1305,"08/879,403",5867478,12189437
1306,"08/879,403",5867478,12629571
1307,"08/879,403",5867478,12189437
1308,"08/879,403",5867478,12189437
1309,"08/879,403",5867478,12189437
1310,"08/879,403",5867478,13445263
1311,"08/879,403",5867478,12712093
1312,"08/879,403",5867478,10477250
1313,"08/879,403",5867478,12601840
1314,"08/879,403",5867478,12712093
1315,"08/879,403",5867478,12629571
1316,"09/707,537",6529804,11770671
1317,"09/707,537",6529804,11770671
1318,"08/940,299",6134237,12161573
1319,"08/940,299",6134237,12161573
1320,"08/940,299",6134237,12161573
1321,"08/940,299",6134237,12161573
1322,"08/940,299",6134237,12161573
1323,"08/940,299",6134237,12161573
1324,"08/940,299",6134237,12161573
1325,"08/940,299",6134237,12161573
1326,"08/940,299",6134237,11516885
1327,"08/940,299",6134237,12161573
1328,"08/940,299",6134237,12161573
1329,"08/940,299",6134237,12161573
1330,"08/940,299",6134237,12161573
1331,"08/940,299",6134237,12161573
1332,"08/940,299",6134237,12161573
1333,"08/940,299",6134237,12161573
1334,"08/940,299",6134237,12161573
1335,"08/940,299",6134237,11231886
1336,"08/940,299",6134237,11231886
1337,"08/940,299",6134237,11231886
1338,"08/940,299",6134237,11231886
1339,"08/940,299",6134237,11231886
1340,"11/024,895",7499950,11876709
1341,"11/024,895",7499950,11876709
1342,"10/027,419",6700867,11670639
1343,"10/027,419",6700867,12840131
1344,"10/027,419",6700867,12840131
1345,"11/025,304",7386128,11275183
1346,"10/331,290",7522675,10978931
1347,"09/742,905",7065068,11238791
1348,"08/718,838",5825762,11556855
1349,"11/531,913",7912009,12935852
1350,"09/901,809",6836514,11929512
1351,"09/901,809",6836514,11447116
1352,"08/718,636",6173330,12815022
1353,"08/718,636",6173330,11486267
1354,"10/259,638",7363044,11851685
1355,"08/715,508",6014376,12433532
1356,"08/715,508",6014376,13257110
1357,"10/185,958",6792281,11860051
1358,"10/185,958",6792281,11860051
1359,"08/814,395",6373884,12032011
1360,"08/814,395",6373884,12032011
1361,"11/425,161",7634251,12362203
1362,"11/425,161",7634251,12362203
1363,"11/425,161",7634251,12362203
1364,"11/425,161",7634251,12362203
1365,"11/425,161",7634251,12362203
1366,"11/425,161",7634251,12362203
1367,"11/425,161",7634251,12362203
1368,"11/428,034",7886355,12482471
1369,"08/684,758",5741609,12708807
1370,"08/684,758",5741609,12708807
1371,"08/684,758",5741609,12708807
1372,"09/315,908",6175740,11823181
1373,"09/315,908",6175740,12165224
1374,"09/315,908",6175740,12165224
1375,"09/315,908",6175740,11823181
1376,"09/315,908",6175740,12165224
1377,"09/505,336",6754908,11275183
1378,"09/505,336",6754908,12850121
1379,"11/147,092",7388923,12412797
1380,"09/640,296",6347882,12476067
1381,"09/640,296",6347882,12476067
1382,"09/344,770",6192247,11569237
1383,"10/912,855",7187759,11771968
1384,"09/621,516",6904611,12396452
1385,"09/133,751",6169538,10602540
1386,"09/133,751",6169538,11771096
1387,"09/133,751",6169538,11771096
1388,"09/133,751",6169538,11771096
1389,"09/133,751",6169538,11771096
1390,"09/133,751",6169538,11925619
1391,"09/133,751",6169538,11635689
1392,"09/133,751",6169538,11771096
1393,"09/133,751",6169538,11771096
1394,"09/133,751",6169538,11771096
1395,"09/133,751",6169538,11771096
1396,"09/133,751",6169538,11635689
1397,"09/133,751",6169538,12059215
1398,"09/133,751",6169538,11682148
1399,"09/133,751",6169538,12059215
1400,"09/133,751",6169538,12059215
1401,"09/133,751",6169538,11925619
1402,"09/133,751",6169538,11520650
1403,"09/133,751",6169538,11635689
1404,"09/133,751",6169538,11520650
1405,"09/133,751",6169538,11654363
1406,"09/133,751",6169538,11682148
1407,"09/133,751",6169538,12221537
1408,"09/133,751",6169538,12059215
1409,"09/133,751",6169538,12059215
1410,"09/133,751",6169538,12727217
1411,"09/133,751",6169538,12722422
1412,"09/133,751",6169538,12685623
1413,"09/133,751",6169538,13037124
1414,"09/053,432",6233559,11097641
1415,"09/053,432",6233559,12101163
1416,"09/053,432",6233559,12101163
1417,"09/053,432",6233559,12086402
1418,"09/238,838",6483874,11380796
1419,"09/238,838",6483874,11380796
1420,"09/238,838",6483874,13224588
1421,"09/238,838",6483874,13224588
1422,"11/676,357",7738907,12053866
1423,"11/676,357",7738907,12740365
1424,"09/638,414",6265977,11923244
1425,"09/638,414",6265977,11923244
1426,"09/638,414",6265977,11923244
1427,"09/638,414",6265977,12160721
1428,"09/638,414",6265977,11759484
1429,"09/638,414",6265977,11187392
1430,"12/243,590",8244250,13548370
1431,"09/968,299",7689448,12392231
1432,"09/968,299",7689448,12392231
1433,"09/968,299",7689448,12392231
1434,"10/109,111",7305555,11658480
1435,"10/109,111",7305555,11658480
1436,"09/602,265",6889385,12433922
1437,"09/602,265",6889385,12834406
1438,"09/602,265",6889385,11281156
1439,"09/602,265",6889385,11925386
1440,"09/602,265",6889385,11281156
1441,"09/602,265",6889385,11281156
1442,"10/049,812",7929701,12139711
1443,"09/479,042",6282182,11855919
1444,"08/607,752",5796777,12101391
1445,"11/364,373",7653422,12065279
1446,"11/364,373",7653422,12065279
1447,"11/364,373",7653422,12065279
1448,"11/364,373",7653422,12065279
1449,"10/665,954",6952573,12092140
1450,"10/665,954",6952573,12222542
1451,"10/057,365",6871074,10748088
1452,"09/327,652",6347228,13044233
1453,"12/526,080",8194648,13143140
1454,"12/526,080",8194648,13143140
1455,"12/526,080",8194648,13143140
1456,"12/526,080",8194648,13143140
1457,"12/526,080",8194648,13143140
1458,"12/526,080",8194648,13143140
1459,"09/692,333",6799062,12032589
1460,"09/692,333",6799062,12032589
1461,"09/692,333",6799062,12032589
1462,"08/774,977",5909183,11625749
1463,"08/774,977",5909183,12098591
1464,"08/774,977",5909183,12098591
1465,"08/774,977",5909183,11960378
1466,"08/774,977",5909183,11993568
1467,"08/774,977",5909183,11993568
1468,"08/774,977",5909183,11993568
1469,"08/774,977",5909183,11993568
1470,"08/774,977",5909183,11943060
1471,"08/774,977",5909183,11993568
1472,"12/469,306",8199845,13045021
1473,"12/469,306",8199845,13045021
1474,"10/355,920",6944427,12164142
1475,"08/688,841",5835730,13578725
1476,"09/001,762",6141541,13018394
1477,"08/797,648",5936516,12328860
1478,"10/608,309",7453219,12391277
1479,"10/608,309",7453219,12391277
1480,"10/608,309",7453219,12391277
1481,"09/597,315",7451476,11887287
1482,"09/597,315",7451476,11887287
1483,"09/597,315",7451476,11887287
1484,"09/597,315",7451476,11887287
1485,"09/597,315",7451476,11887287
1486,"09/226,796",6434197,11547038
1487,"09/226,796",6434197,11547038
1488,"09/226,796",6434197,11448447
1489,"09/226,796",6434197,11130773
1490,"09/226,796",6434197,11547038
1491,"09/226,796",6434197,11547038
1492,"09/226,796",6434197,12390546
1493,"11/194,010",7620403,12471046
1494,"11/194,010",7620403,12471046
1495,"11/194,010",7620403,12471046
1496,"11/194,010",7620403,12471046
1497,"11/194,010",7620403,12471046
1498,"11/194,010",7620403,12471046
1499,"11/194,010",7620403,12471046
1500,"11/194,010",7620403,12471046
1501,"11/194,010",7620403,12471046
1502,"11/194,010",7620403,12471046
1503,"11/194,010",7620403,12471046
1504,"11/194,010",7620403,12471046
1505,"11/194,010",7620403,12471046
1506,"10/228,592",6710578,12070793
1507,"10/228,592",6710578,12302559
1508,"10/228,592",6710578,12302559
1509,"10/228,592",6710578,12070793
1510,"10/228,592",6710578,11752483
1511,"10/228,592",6710578,12075212
1512,"10/228,592",6710578,11752483
1513,"10/228,592",6710578,12075212
1514,"10/228,592",6710578,12125632
1515,"10/228,592",6710578,11752483
1516,"10/228,592",6710578,12302559
1517,"10/228,592",6710578,12302559
1518,"09/152,202",6130613,12188084
1519,"09/152,202",6130613,12188084
1520,"09/152,202",6130613,12188084
1521,"10/807,524",7084815,13533746
1522,"10/041,052",6853445,11426087
1523,"09/151,610",6125137,11555656
1524,"08/645,308",5754484,12694962
1525,"09/640,515",6665521,11557426
1526,"09/640,515",6665521,11557426
1527,"09/640,515",6665521,11832103
1528,"09/640,515",6665521,11557426
1529,"09/640,515",6665521,12265897
1530,"09/590,928",6647061,10975244
1531,"09/590,928",6647061,10975244
1532,"09/590,928",6647061,11226590
1533,"09/590,928",6647061,11693694
1534,"09/590,928",6647061,10975244
1535,"09/590,928",6647061,10975244
1536,"09/590,928",6647061,11226590
1537,"09/590,928",6647061,12087464
1538,"09/590,928",6647061,11789795
1539,"10/401,200",7330174,12337515
1540,"10/401,200",7330174,12337515
1541,"10/401,200",7330174,12337515
1542,"10/401,200",7330174,12337515
1543,"09/473,871",6880170,12576502
1544,"11/764,236",8412209,12740365
1545,"09/618,399",6387559,12809826
1546,"09/618,399",6387559,12809826
1547,"09/618,399",6387559,12809826
1548,"09/618,399",6387559,12809826
1549,"09/618,399",6387559,12809826
1550,"09/618,399",6387559,12809826
1551,"09/618,399",6387559,12809826
1552,"09/618,399",6387559,12809826
1553,"09/510,872",6242979,11262079
1554,"12/189,928",7945255,13146927
1555,"09/032,007",6161018,12027524
1556,"09/032,007",6161018,12027524
1557,"90/010,890",5764899,9783726
1558,"90/010,890",5764899,9783726
1559,"90/010,890",5764899,9783726
1560,"90/010,890",5764899,9783726
1561,"90/010,890",5764899,9783726
1562,"90/010,890",5764899,12039842
1563,"90/010,890",5764899,9783726
1564,"90/010,890",5764899,9783726
1565,"90/010,890",5764899,13571277
1566,"90/010,890",5764899,9783726
1567,"90/010,890",5764899,9783726
1568,"90/010,890",5764899,9783726
1569,"90/010,890",5764899,9783726
1570,"90/009,286",5764899,9783726
1571,"90/009,286",5764899,9783726
1572,"90/009,286",5764899,9783726
1573,"90/009,286",5764899,9783726
1574,"90/009,286",5764899,9783726
1575,"90/009,286",5764899,12039842
1576,"90/009,286",5764899,9783726
1577,"90/009,286",5764899,9783726
1578,"90/009,286",5764899,13571277
1579,"90/009,286",5764899,9783726
1580,"90/009,286",5764899,9783726
1581,"90/009,286",5764899,9783726
1582,"90/009,286",5764899,9783726
1583,"08/574,737",5764899,9783726
1584,"08/574,737",5764899,9783726
1585,"08/574,737",5764899,9783726
1586,"08/574,737",5764899,9783726
1587,"08/574,737",5764899,9783726
1588,"08/574,737",5764899,12039842
1589,"08/574,737",5764899,9783726
1590,"08/574,737",5764899,9783726
1591,"08/574,737",5764899,13571277
1592,"08/574,737",5764899,9783726
1593,"08/574,737",5764899,9783726
1594,"08/574,737",5764899,9783726
1595,"08/574,737",5764899,9783726
1596,"12/365,166",7940740,12365703
1597,"12/365,166",7940740,13153293
1598,"12/365,166",7940740,12829534
1599,"12/365,166",7940740,13331987
1600,"12/365,166",7940740,13040109
1601,"12/365,166",7940740,12712642
1602,"12/365,166",7940740,12815865
1603,"12/365,166",7940740,12815865
1604,"12/365,166",7940740,12829534
1605,"12/365,166",7940740,13255236
