,app_number,patent_number,blocked_app
1606,"12/365,166",7940740,13085373
1607,"08/977,913",6195342,12302184
1608,"08/977,913",6195342,12071528
1609,"10/448,555",7277453,10593987
1610,"10/448,555",7277453,10593987
1611,"10/448,555",7277453,10593987
1612,"10/448,555",7277453,10593987
1613,"10/448,555",7277453,10593987
1614,"10/448,555",7277453,12353697
1615,"10/448,555",7277453,10593987
1616,"10/448,555",7277453,10593987
1617,"10/448,555",7277453,10593987
1618,"10/448,555",7277453,10593987
1619,"10/448,555",7277453,10593987
1620,"10/448,555",7277453,10593987
1621,"10/448,555",7277453,10593987
1622,"10/448,555",7277453,10593987
1623,"10/448,555",7277453,10593987
1624,"10/448,555",7277453,10593987
1625,"09/619,232",6465119,12129626
1626,"09/619,232",6465119,12983969
1627,"09/619,232",6465119,12983969
1628,"09/619,232",6465119,12983969
1629,"09/619,232",6465119,12530717
1630,"09/619,232",6465119,12530717
1631,"09/619,232",6465119,12530717
1632,"09/504,152",6429811,13237550
1633,"09/469,868",6694149,12393159
1634,"09/469,868",6694149,12393159
1635,"10/647,776",6907019,11432897
1636,"10/647,776",6907019,11432897
1637,"10/661,860",7173606,11856435
1638,"10/661,860",7173606,11856435
1639,"09/384,493",6211819,11833962
1640,"09/384,493",6211819,11833962
1641,"08/817,043",6212382,11848711
1642,"08/817,043",6212382,12908639
1643,"09/145,091",6128763,13156098
1644,"10/689,488",7079872,12482543
1645,"08/654,488",5627931,12805952
1646,"08/654,488",5627931,12805952
1647,"11/404,326",7680118,12701992
1648,"11/404,326",7680118,12948567
1649,"11/404,326",7680118,12948567
1650,"09/706,283",6660427,13031716
1651,"09/706,283",6660427,13031716
1652,"10/222,317",6741554,12545181
1653,"10/222,317",6741554,12545181
1654,"08/808,275",6016312,12183275
1655,"08/633,636",5838740,12036855
1656,"08/633,636",5838740,12933416
1657,"08/633,636",5838740,13346628
1658,"08/633,636",5838740,12702895
1659,"08/633,636",5838740,13346628
1660,"09/706,558",6600928,11530675
1661,"09/706,558",6600928,10993472
1662,"09/706,558",6600928,10993472
1663,"10/324,437",7117009,12400240
1664,"10/324,437",7117009,12400240
1665,"10/324,437",7117009,13452235
1666,"10/324,437",7117009,13452235
1667,"10/324,437",7117009,11742054
1668,"10/324,437",7117009,11742054
1669,"09/629,633",6453160,11635804
1670,"09/629,633",6453160,11635804
1671,"08/625,409",5699365,12097576
1672,"08/625,409",5699365,12029282
1673,"08/625,409",5699365,12097576
1674,"08/691,764",5729219,11869985
1675,"08/691,764",5729219,11869985
1676,"08/691,764",5729219,11620424
1677,"08/691,764",5729219,12503314
1678,"08/691,764",5729219,12729689
1679,"08/691,764",5729219,12729689
1680,"08/691,764",5729219,12503314
1681,"09/086,396",6415252,11830548
1682,"11/537,251",7787870,12849495
1683,"10/870,558",7453831,11718006
1684,"10/870,558",7453831,11718006
1685,"10/298,097",6724170,10790627
1686,"10/298,097",6724170,10790627
1687,"10/298,097",6724170,10790627
1688,"10/298,097",6724170,10790627
1689,"10/298,097",6724170,10790627
1690,"10/623,750",7010657,11649258
1691,"10/623,750",7010657,11649258
1692,"10/623,750",7010657,11649258
1693,"10/623,750",7010657,11649258
1694,"10/331,301",7099684,13007068
1695,"10/331,301",7099684,13007068
1696,"10/331,301",7099684,13007068
1697,"10/331,301",7099684,13007068
1698,"10/331,301",7099684,13007068
1699,"10/331,301",7099684,13007068
1700,"10/940,180",7340221,12906052
1701,"11/727,217",7499689,12461661
1702,"09/196,996",6570861,12047590
1703,"09/196,996",6570861,12047590
1704,"09/196,996",6570861,11444657
1705,"09/106,596",6185433,9734852
1706,"09/106,596",6185433,9734852
1707,"09/106,596",6185433,9734852
1708,"09/106,596",6185433,9734852
1709,"09/106,596",6185433,9734852
1710,"09/106,596",6185433,9734852
1711,"09/106,596",6185433,9734852
1712,"09/106,596",6185433,9734852
1713,"09/301,679",6469997,11359503
1714,"09/301,679",6469997,11359503
1715,"09/685,702",6430228,11590398
1716,"09/685,702",6430228,11590398
1717,"09/685,702",6430228,11590398
1718,"09/685,702",6430228,11590398
1719,"09/685,702",6430228,11590398
1720,"09/685,702",6430228,11590398
1721,"09/685,702",6430228,11590398
1722,"09/685,702",6430228,11590398
1723,"09/685,702",6430228,11590398
1724,"09/685,702",6430228,11590398
1725,"09/685,702",6430228,11590398
1726,"10/036,553",6744740,10795251
1727,"10/036,553",6744740,12415523
1728,"10/036,553",6744740,11936774
1729,"10/036,553",6744740,11750028
1730,"10/036,553",6744740,12101333
1731,"10/036,553",6744740,12101333
1732,"10/036,553",6744740,12101333
1733,"10/036,553",6744740,12101333
1734,"10/036,553",6744740,11750028
1735,"10/036,553",6744740,11470812
1736,"10/036,553",6744740,12101333
1737,"10/036,553",6744740,12101333
1738,"10/036,553",6744740,12101333
1739,"10/036,553",6744740,11470812
1740,"10/036,553",6744740,11470812
1741,"10/422,376",7310423,12307391
1742,"10/789,528",7492753,13356547
1743,"10/789,528",7492753,13356547
1744,"10/326,767",6909761,11926327
1745,"10/326,767",6909761,12901003
1746,"09/664,294",7213062,11499182
1747,"09/664,294",7213062,13255328
1748,"09/365,726",6526581,10676429
1749,"09/365,726",6526581,10676429
1750,"09/365,726",6526581,12168425
1751,"09/365,726",6526581,12168425
1752,"09/365,726",6526581,12168425
1753,"09/365,726",6526581,12168425
1754,"09/365,726",6526581,12168425
1755,"09/365,726",6526581,12168425
1756,"09/365,726",6526581,12168425
1757,"09/365,726",6526581,12168425
1758,"09/365,726",6526581,12168425
1759,"09/365,726",6526581,12168425
1760,"09/365,726",6526581,11969870
1761,"09/365,726",6526581,11969870
1762,"09/365,726",6526581,11969870
1763,"09/365,726",6526581,11969870
1764,"09/365,726",6526581,11969870
1765,"09/365,726",6526581,11969870
1766,"09/365,726",6526581,11969870
1767,"09/365,726",6526581,10676429
1768,"09/365,726",6526581,10676429
1769,"09/365,726",6526581,11636998
1770,"09/365,726",6526581,13015695
1771,"09/365,726",6526581,13015695
1772,"09/365,726",6526581,10676429
1773,"09/365,726",6526581,10676429
1774,"10/022,964",6671525,11621957
1775,"10/022,964",6671525,11621957
1776,"10/022,964",6671525,12683522
1777,"09/665,726",6728531,12484300
1778,"09/665,726",6728531,11624552
1779,"09/665,726",6728531,11624552
1780,"09/665,726",6728531,9988241
1781,"10/615,151",7016475,11631611
1782,"08/727,352",5665265,12180509
1783,"08/727,352",5665265,12180509
1784,"11/564,399",7729433,12630627
1785,"09/574,862",6807563,11378163
1786,"09/574,862",6807563,11854301
1787,"09/574,862",6807563,11854301
1788,"08/598,779",5637418,13050378
1789,"10/008,720",6643541,12085657
1790,"10/008,720",6643541,12935000
1791,"09/443,538",6519239,12025683
1792,"09/443,538",6519239,12025683
1793,"09/443,538",6519239,12130069
1794,"09/443,538",6519239,12130069
1795,"09/443,538",6519239,12025683
1796,"09/443,538",6519239,12025683
1797,"09/138,183",6091969,12904900
1798,"10/291,305",6762723,12325366
1799,"09/061,645",5974085,12953604
1800,"09/311,450",6072790,11255270
1801,"09/311,450",6072790,11255270
1802,"10/027,426",6996172,11777918
1803,"11/018,271",7509259,11460075
1804,"09/359,280",6438360,11876037
1805,"09/359,280",6438360,11876037
1806,"09/561,319",6731940,12574242
1807,"09/561,319",6731940,12574242
1808,"11/027,869",7817718,11520709
1809,"11/027,869",7817718,11520709
1810,"11/027,869",7817718,11520709
1811,"11/027,869",7817718,11520709
1812,"11/027,869",7817718,11520709
1813,"11/027,869",7817718,11520709
1814,"11/027,869",7817718,11520709
1815,"11/027,869",7817718,11520709
1816,"11/027,869",7817718,12907656
1817,"08/753,231",5963876,11833733
1818,"10/308,797",7234119,12356551
1819,"10/280,903",6807317,12735329
1820,"10/280,903",6807317,12735329
1821,"10/280,903",6807317,12735329
1822,"10/280,903",6807317,12735329
1823,"10/280,903",6807317,12735329
1824,"10/280,903",6807317,12735329
1825,"10/280,903",6807317,12735329
1826,"10/280,903",6807317,12735329
1827,"10/280,903",6807317,12735329
1828,"10/280,903",6807317,12735329
1829,"10/280,903",6807317,12735329
1830,"10/280,903",6807317,12735329
1831,"10/280,903",6807317,12735329
1832,"10/280,903",6807317,12735329
1833,"10/280,903",6807317,12735329
1834,"10/280,903",6807317,12735329
1835,"08/960,814",6052064,12741744
1836,"09/971,430",6665283,10321308
1837,"09/971,430",6665283,10321308
1838,"09/971,430",6665283,10321308
1839,"09/971,430",6665283,10321308
1840,"09/050,297",5999138,11749596
1841,"10/331,697",7106358,12907244
1842,"10/331,697",7106358,12907244
1843,"10/024,890",7047005,12156544
1844,"09/676,904",6529746,11832590
1845,"09/676,904",6529746,11832590
1846,"09/676,904",6529746,11832858
1847,"09/676,904",6529746,11832590
1848,"11/027,110",7769087,12951732
1849,"11/027,110",7769087,12951732
1850,"10/695,009",7505764,11578206
1851,"10/175,666",6725021,12726817
1852,"11/375,217",7504936,11834058
1853,"11/375,217",7504936,11834058
1854,"11/242,506",7398453,12043348
1855,"12/259,385",7957772,12705736
1856,"10/744,762",7026789,12478097
1857,"10/744,762",7026789,11971835
1858,"12/724,188",8270359,13100801
1859,"12/724,188",8270359,13100801
1860,"12/724,188",8270359,12825179
1861,"10/124,381",6704046,12469524
1862,"10/124,381",6704046,12469524
1863,"10/124,381",6704046,12469524
1864,"09/613,804",6766353,12054664
1865,"09/613,804",6766353,12394724
1866,"09/613,804",6766353,12394724
1867,"09/613,804",6766353,11651801
1868,"09/613,804",6766353,11651801
1869,"09/613,804",6766353,11651801
1870,"09/613,804",6766353,11651801
1871,"09/613,804",6766353,13413173
1872,"09/613,804",6766353,13413173
1873,"09/613,804",6766353,11592309
1874,"09/613,804",6766353,12397757
1875,"09/613,804",6766353,13413173
1876,"09/613,804",6766353,13413173
1877,"09/613,804",6766353,13413173
1878,"09/254,671",6330459,12443423
1879,"09/254,671",6330459,12443423
1880,"08/810,718",6041241,10829786
1881,"08/810,718",6041241,12841863
1882,"09/860,934",6396726,12069584
1883,"09/860,934",6396726,12718122
1884,"12/398,057",8060012,13263705
1885,"09/107,890",6034971,11796166
1886,"09/107,890",6034971,11796166
1887,"09/107,890",6034971,13563572
1888,"10/158,439",7085542,13318803
1889,"10/158,439",7085542,13318803
1890,"10/158,439",7085542,13318803
1891,"09/358,884",6160449,11959923
1892,"09/358,884",6160449,11914747
1893,"09/353,583",7640571,12197505
1894,"09/353,583",7640571,12197505
1895,"09/353,583",7640571,12197505
1896,"09/353,583",7640571,12197505
1897,"09/353,583",7640571,12197505
1898,"12/127,273",8224303,12684227
1899,"12/127,273",8224303,12684227
1900,"12/127,273",8224303,12684227
1901,"12/127,273",8224303,12684227
1902,"12/127,273",8224303,12684227
1903,"12/127,273",8224303,12684227
1904,"12/127,273",8224303,12684227
1905,"09/946,109",7242784,11843061
1906,"09/143,887",6104808,11828804
1907,"09/143,887",6104808,11828804
1908,"09/143,887",6104808,11828804
1909,"09/054,010",6228516,12715630
1910,"09/054,010",6228516,12131892
1911,"11/289,836",7747017,12592445
1912,"11/289,836",7747017,12592445
1913,"11/289,836",7747017,12592445
1914,"09/665,610",6725022,11193828
1915,"09/665,610",6725022,12484300
1916,"09/665,610",6725022,11193828
1917,"09/665,610",6725022,12033616
1918,"09/665,610",6725022,12061803
1919,"09/665,610",6725022,12353051
1920,"09/665,610",6725022,12353051
1921,"09/665,610",6725022,12353051
1922,"09/665,610",6725022,12353051
1923,"09/665,610",6725022,12484300
1924,"10/082,006",7047050,11955338
1925,"10/082,006",7047050,12717891
1926,"10/082,006",7047050,13331050
1927,"09/282,726",6100664,11939664
1928,"10/688,714",6944245,12065588
1929,"10/688,714",6944245,12065588
1930,"08/980,563",5940076,12704039
1931,"08/980,563",5940076,11435795
1932,"08/980,563",5940076,11435795
1933,"08/980,563",5940076,11435795
1934,"08/980,563",5940076,12694785
1935,"09/366,422",6212393,13247431
1936,"09/366,422",6212393,13247431
1937,"10/322,364",7356348,11873453
1938,"10/322,364",7356348,11873453
1939,"10/322,364",7356348,11873453
1940,"10/322,364",7356348,11873453
1941,"10/322,364",7356348,11873453
1942,"09/531,292",6707826,12819973
1943,"09/531,292",6707826,12819973
1944,"10/330,630",7292879,12732681
1945,"10/330,630",7292879,12732681
1946,"10/330,630",7292879,12732681
1947,"10/330,630",7292879,12732681
1948,"10/330,630",7292879,12732681
1949,"10/330,630",7292879,12732681
1950,"10/330,630",7292879,12732681
1951,"10/330,630",7292879,12732681
1952,"10/330,630",7292879,12732681
1953,"10/330,630",7292879,12732681
1954,"10/330,630",7292879,12732681
1955,"09/686,575",6393076,11863657
1956,"09/686,575",6393076,11863657
1957,"09/686,575",6393076,11863657
1958,"09/686,575",6393076,11863657
1959,"09/686,575",6393076,11863657
1960,"09/686,575",6393076,12705460
1961,"09/686,575",6393076,12705460
1962,"09/686,575",6393076,12705460
1963,"09/686,575",6393076,12705460
1964,"09/686,575",6393076,12705460
1965,"09/686,575",6393076,12705460
1966,"09/686,575",6393076,12705460
1967,"09/686,575",6393076,12705460
1968,"09/686,575",6393076,12705460
1969,"09/686,575",6393076,12705460
1970,"09/686,575",6393076,12705460
1971,"09/686,575",6393076,12705460
1972,"09/686,575",6393076,12705460
1973,"09/686,575",6393076,12705460
1974,"09/437,672",6553021,12717419
1975,"09/437,672",6553021,12717419
1976,"09/437,672",6553021,12717419
1977,"09/257,274",6256393,12303120
1978,"09/257,274",6256393,12303120
1979,"09/257,274",6256393,11584208
1980,"09/257,274",6256393,11584208
1981,"09/257,274",6256393,11584208
1982,"09/257,274",6256393,11584208
1983,"10/131,660",7385913,12402482
1984,"10/131,660",7385913,12402482
1985,"10/131,660",7385913,12402482
1986,"10/131,660",7385913,12402482
1987,"10/131,660",7385913,12402482
1988,"10/131,660",7385913,12402482
1989,"10/131,660",7385913,12402482
1990,"10/131,660",7385913,12402482
1991,"10/131,660",7385913,12402482
1992,"10/131,660",7385913,12402482
1993,"10/131,660",7385913,12402482
1994,"08/944,585",6084468,12919525
1995,"09/887,831",7165112,12898114
1996,"10/770,906",7321570,12065272
1997,"10/770,906",7321570,12065272
1998,"10/403,946",7539186,12027429
1999,"10/403,946",7539186,12027429
2000,"10/403,946",7539186,12027429
2001,"10/403,946",7539186,12027429
2002,"10/403,946",7539186,12027429
2003,"10/740,291",7787357,10584335
2004,"11/874,605",7873338,12027996
2005,"11/874,605",7873338,12680547
2006,"11/874,605",7873338,12027996
2007,"11/874,605",7873338,12680547
2008,"10/052,081",7200112,12906953
2009,"10/052,081",7200112,10374810
2010,"10/052,081",7200112,10374810
2011,"10/052,081",7200112,10374810
2012,"10/052,081",7200112,10374810
2013,"10/052,081",7200112,10374810
2014,"09/521,770",7073192,11366674
2015,"09/521,770",7073192,11366674
2016,"09/521,770",7073192,13036677
2017,"09/434,750",6381477,11863311
2018,"09/434,750",6381477,11863311
2019,"09/032,005",6208871,11912636
2020,"09/032,005",6208871,12338901
2021,"09/032,005",6208871,12338901
2022,"09/032,005",6208871,12592254
2023,"09/113,023",5963012,12492803
2024,"09/113,023",5963012,12053861
2025,"09/113,023",5963012,12053861
2026,"09/113,023",5963012,12375481
2027,"08/572,842",5697793,12402042
2028,"08/572,842",5697793,12402042
2029,"08/572,842",5697793,12402042
2030,"08/572,842",5697793,12402042
2031,"08/572,842",5697793,12402042
2032,"08/572,842",5697793,12402042
2033,"08/572,842",5697793,12402042
2034,"08/572,842",5697793,12402042
2035,"08/572,842",5697793,12402042
2036,"08/572,842",5697793,13163797
2037,"08/572,842",5697793,13163797
2038,"08/572,842",5697793,12722045
2039,"08/572,842",5697793,12722045
2040,"08/572,842",5697793,12722045
2041,"08/572,842",5697793,12722045
2042,"08/572,842",5697793,12722045
2043,"08/577,922",5754659,12898597
2044,"08/577,922",5754659,12898597
2045,"08/577,922",5754659,12898597
2046,"08/577,922",5754659,12898597
2047,"09/574,773",6591095,12575387
2048,"09/574,773",6591095,12575387
2049,"09/574,773",6591095,11247463
2050,"09/574,773",6591095,11247463
2051,"09/574,773",6591095,11247463
2052,"08/639,370",5828660,12921082
2053,"08/639,370",5828660,12921082
2054,"08/768,761",6169802,12100020
2055,"08/768,761",6169802,12100020
2056,"09/261,510",6141393,11445735
2057,"09/261,510",6141393,11445735
2058,"09/261,510",6141393,12558856
2059,"09/261,510",6141393,11445735
2060,"09/261,510",6141393,11445735
2061,"09/261,510",6141393,11445735
2062,"09/261,510",6141393,12527019
2063,"09/261,510",6141393,11445735
2064,"08/852,467",5959693,11089788
2065,"08/852,467",5959693,11695693
2066,"10/084,965",7142190,12401437
2067,"09/088,012",6020878,12465168
2068,"09/088,012",6020878,12465168
2069,"09/088,012",6020878,12833333
2070,"08/707,167",5752163,11771684
2071,"08/707,167",5752163,11771684
2072,"08/707,167",5752163,13358619
2073,"08/707,167",5752163,13358619
2074,"08/707,167",5752163,13358619
2075,"11/434,312",7689228,12494333
2076,"10/083,014",6850285,12120974
2077,"09/271,831",6049192,12366623
2078,"09/187,007",6232970,11850964
2079,"09/187,007",6232970,12347640
2080,"09/187,007",6232970,11850964
2081,"09/187,007",6232970,13430988
2082,"09/638,604",7031373,11893893
2083,"11/421,257",8004555,13101610
2084,"11/421,257",8004555,13058193
2085,"11/421,257",8004555,13058193
2086,"11/421,257",8004555,13058193
2087,"11/421,257",8004555,13058193
2088,"10/004,555",6493629,11317406
2089,"09/337,086",6572830,12516263
2090,"09/337,086",6572830,11878774
2091,"09/337,086",6572830,11793428
2092,"09/337,086",6572830,11793428
2093,"09/337,086",6572830,11297106
2094,"09/337,086",6572830,11878774
2095,"09/337,086",6572830,11793428
2096,"09/337,086",6572830,11793428
2097,"09/337,086",6572830,12703209
2098,"09/337,086",6572830,11297106
2099,"09/033,096",6249894,12034125
2100,"09/033,096",6249894,11495084
2101,"09/033,096",6249894,11495084
2102,"09/033,096",6249894,11495084
2103,"09/033,096",6249894,11495084
2104,"09/033,096",6249894,12034125
2105,"09/033,096",6249894,12034125
2106,"09/033,096",6249894,11495084
2107,"09/033,096",6249894,11495084
2108,"09/033,096",6249894,11495084
2109,"09/033,096",6249894,11495084
2110,"09/033,096",6249894,11495084
2111,"09/033,096",6249894,11495084
2112,"09/033,096",6249894,11495084
2113,"09/033,096",6249894,11495084
2114,"11/466,231",7570916,12376726
2115,"11/466,231",7570916,12110012
2116,"10/675,786",7239898,12335511
2117,"09/933,618",6686931,11674026
2118,"09/933,618",6686931,11942972
2119,"09/933,618",6686931,11942972
2120,"09/933,618",6686931,11942972
2121,"09/933,618",6686931,11942972
2122,"09/933,618",6686931,11942972
2123,"09/933,618",6686931,11942972
2124,"09/933,618",6686931,11942972
2125,"09/933,618",6686931,11942972
2126,"09/933,618",6686931,11942972
2127,"08/264,817",6160489,10899617
2128,"08/264,817",6160489,10899617
2129,"08/264,817",6160489,12855740
2130,"08/891,758",5966667,11967512
2131,"08/891,758",5966667,11967512
2132,"08/648,847",5854972,12207326
2133,"08/648,847",5854972,12207326
2134,"08/648,847",5854972,12207326
2135,"08/648,847",5854972,12207326
2136,"08/648,847",5854972,12207326
2137,"08/648,847",5854972,12207326
2138,"08/648,847",5854972,12207326
2139,"08/648,847",5854972,12207326
2140,"08/648,847",5854972,12207326
2141,"08/648,847",5854972,12207326
2142,"08/648,847",5854972,12207326
2143,"08/648,847",5854972,12207326
2144,"08/648,847",5854972,12207326
2145,"08/648,847",5854972,12207326
2146,"08/648,847",5854972,12207326
2147,"08/648,847",5854972,12207326
2148,"08/648,847",5854972,12207326
2149,"08/648,847",5854972,12207326
2150,"09/440,961",6304765,11941046
2151,"09/655,618",6529520,12060824
2152,"09/655,618",6529520,12060824
2153,"08/769,591",5982411,11984692
2154,"09/373,912",6298233,12915192
2155,"09/373,912",6298233,12915192
2156,"09/373,912",6298233,12915192
2157,"09/373,912",6298233,13220083
2158,"09/034,644",6012063,13234883
2159,"09/034,644",6012063,13234883
2160,"10/429,419",7221945,11829624
2161,"10/429,419",7221945,13359960
2162,"10/429,419",7221945,13400507
2163,"09/439,452",6584325,11846106
2164,"09/439,452",6584325,11846106
2165,"09/539,137",6346911,12473403
2166,"09/539,137",6346911,12562099
2167,"09/539,137",6346911,11261215
2168,"09/127,802",6086395,12838397
2169,"09/127,802",6086395,12838397
2170,"09/127,802",6086395,12838397
2171,"09/127,802",6086395,12838397
2172,"09/127,802",6086395,13549286
2173,"09/127,802",6086395,13549286
2174,"09/127,802",6086395,13549286
2175,"10/096,461",7130359,12949461
2176,"10/096,461",7130359,11434379
2177,"10/096,461",7130359,11434379
2178,"10/096,461",7130359,11434379
2179,"10/096,461",7130359,12079106
2180,"10/096,461",7130359,11773211
2181,"10/096,461",7130359,12079106
2182,"08/663,967",5797103,12472521
2183,"10/067,610",7818792,10449202
2184,"10/067,610",7818792,12046579
2185,"10/067,610",7818792,12046579
2186,"11/696,481",7876199,11786680
2187,"11/696,481",7876199,11786680
2188,"09/651,382",8050686,12688824
2189,"09/651,382",8050686,12688806
2190,"09/651,382",8050686,12732811
2191,"09/651,382",8050686,12688805
2192,"09/651,382",8050686,12732811
2193,"09/651,382",8050686,12732811
2194,"08/846,751",5929806,12393734
2195,"08/801,895",5768319,11612426
2196,"11/319,867",7539490,11465172
2197,"11/319,867",7539490,11465172
2198,"11/319,867",7539490,11465172
2199,"09/007,295",6588015,12591907
2200,"09/007,295",6588015,12484777
2201,"09/007,295",6588015,9766133
2202,"09/007,295",6588015,12805433
2203,"09/007,295",6588015,13560485
2204,"09/007,295",6588015,12894735
2205,"11/671,013",7590092,12700567
2206,"11/671,013",7590092,12700567
2207,"11/831,170",7801066,12127387
2208,"10/365,378",6989235,13103497
2209,"10/365,378",6989235,13103497
2210,"11/141,922",7668141,12704906
2211,"11/141,922",7668141,12704906
2212,"11/141,922",7668141,12704906
2213,"10/212,922",6850503,11915457
2214,"10/212,922",6850503,12747971
2215,"10/212,922",6850503,12747971
2216,"10/212,922",6850503,12747971
2217,"10/212,922",6850503,12747971
2218,"10/212,922",6850503,12747971
2219,"10/212,922",6850503,12747971
2220,"10/212,922",6850503,12747971
2221,"10/212,922",6850503,12747971
2222,"10/212,922",6850503,12747971
2223,"09/447,315",6496794,12034199
2224,"09/447,315",6496794,12034199
2225,"09/219,334",6097953,12687673
2226,"09/219,334",6097953,11962380
2227,"10/964,861",7792670,12838913
2228,"11/024,311",7181257,11456504
2229,"11/024,311",7181257,11456504
2230,"11/024,311",7181257,11456504
2231,"11/024,311",7181257,11456504
2232,"08/774,048",5744258,12513870
2233,"08/774,048",5744258,12513870
2234,"08/774,048",5744258,12513870
2235,"08/774,048",5744258,12513870
2236,"08/774,048",5744258,12513870
2237,"08/774,048",5744258,12513870
2238,"08/774,048",5744258,12513870
2239,"08/774,048",5744258,12513870
2240,"09/420,127",6574610,11967378
2241,"09/420,127",6574610,11967378
2242,"09/420,127",6574610,11967378
2243,"09/993,803",6504494,10611950
2244,"12/679,400",8290486,13167582
2245,"10/316,692",6978124,12938119
2246,"08/926,248",5822699,12079106
2247,"10/609,998",7057607,12147463
2248,"10/609,998",7057607,12147463
2249,"10/609,998",7057607,12147463
2250,"10/609,998",7057607,12147463
2251,"10/463,893",6850040,11816040
2252,"10/328,533",6819256,12327315
2253,"08/627,307",5774827,13561327
2254,"08/627,307",5774827,13561327
2255,"08/627,307",5774827,13046474
2256,"08/627,307",5774827,13046474
2257,"08/627,307",5774827,13046474
2258,"10/665,024",7027840,13560863
2259,"10/115,308",7327704,12493817
2260,"09/655,141",6326770,12817028
2261,"09/655,141",6326770,12817028
2262,"09/649,528",7048897,12347541
2263,"09/649,528",7048897,13107213
2264,"08/647,548",5688293,11368057
2265,"08/647,548",5688293,11368057
2266,"08/647,548",5688293,11368057
2267,"08/647,548",5688293,11368057
2268,"08/647,548",5688293,11368057
2269,"08/647,548",5688293,11368057
2270,"09/156,711",6313732,11860024
2271,"09/432,942",6487180,12699836
2272,"09/432,942",6487180,12699842
2273,"09/432,942",6487180,12699842
2274,"08/676,790",5723229,11177577
2275,"08/676,790",5723229,11177577
2276,"08/676,790",5723229,11177577
2277,"09/231,665",6208637,12543291
2278,"09/525,412",6978474,12486657
2279,"10/788,490",8108830,12910123
2280,"08/636,417",5768527,11969219
2281,"08/636,417",5768527,10277604
2282,"08/636,417",5768527,11969219
2283,"08/636,417",5768527,11969219
2284,"10/658,046",7177819,11960892
2285,"10/658,046",7177819,12039544
2286,"11/538,771",7778307,12031153
2287,"11/538,771",7778307,12031153
2288,"11/538,771",7778307,12031153
2289,"11/538,771",7778307,12031153
2290,"11/538,771",7778307,11877139
2291,"11/538,771",7778307,11877139
2292,"10/113,699",6859503,11082286
2293,"10/113,699",6859503,11082286
2294,"10/113,699",6859503,12363455
2295,"10/113,699",6859503,12679954
2296,"09/898,642",6970127,12841877
2297,"09/898,642",6970127,12929408
2298,"09/898,642",6970127,10552442
2299,"09/898,642",6970127,10552442
2300,"09/898,642",6970127,10552442
2301,"09/898,642",6970127,10552442
2302,"09/898,642",6970127,12841877
2303,"09/898,642",6970127,10328789
2304,"09/898,642",6970127,12841877
2305,"09/898,642",6970127,12841877
2306,"09/898,642",6970127,13417367
2307,"11/082,655",7548747,11545278
2308,"11/082,655",7548747,11545278
2309,"11/082,655",7548747,11545278
2310,"11/082,655",7548747,11545278
2311,"11/082,655",7548747,11545278
2312,"11/082,655",7548747,11545278
2313,"09/995,338",6983370,12195342
2314,"09/995,338",6983370,12195332
2315,"09/995,338",6983370,12195342
2316,"09/995,338",6983370,12195332
2317,"09/667,341",6529144,10593818
2318,"09/667,341",6529144,11492905
2319,"09/667,341",6529144,11492905
2320,"09/667,341",6529144,11492905
2321,"09/667,341",6529144,11492905
2322,"09/667,341",6529144,11492905
2323,"09/667,341",6529144,11492905
2324,"09/667,341",6529144,12225835
2325,"09/667,341",6529144,12946073
2326,"08/578,792",5710766,12179820
2327,"08/578,792",5710766,12179820
2328,"08/578,792",5710766,12179820
2329,"08/578,792",5710766,12179820
2330,"10/326,353",6873614,11454762
2331,"08/963,499",6217623,13348080
2332,"08/963,499",6217623,13348080
2333,"08/963,499",6217623,13348080
2334,"11/008,921",7218943,12170295
2335,"11/017,481",7242956,12539285
2336,"08/568,928",5826188,11770063
2337,"08/568,928",5826188,11770063
2338,"08/568,928",5826188,11770063
2339,"08/568,928",5826188,11579498
2340,"08/568,928",5826188,12567467
2341,"08/568,928",5826188,12567467
2342,"08/568,928",5826188,12567467
2343,"08/568,928",5826188,12567467
2344,"08/568,928",5826188,12729202
2345,"08/568,928",5826188,11770063
2346,"08/568,928",5826188,12729202
2347,"08/808,332",5896575,10531667
2348,"08/808,332",5896575,11925767
2349,"08/808,332",5896575,12132196
2350,"10/258,723",7242932,12376414
2351,"10/258,723",7242932,10780146
2352,"10/258,723",7242932,10780146
2353,"09/644,033",6369753,13018818
2354,"09/198,867",6570922,11616681
2355,"09/198,867",6570922,11616681
2356,"09/198,867",6570922,12266268
2357,"09/198,867",6570922,12266268
2358,"09/198,867",6570922,12266268
2359,"09/198,867",6570922,12266268
2360,"09/198,867",6570922,12266268
2361,"09/198,867",6570922,12266268
2362,"09/198,867",6570922,12266268
2363,"09/198,867",6570922,12266268
2364,"09/198,867",6570922,12266268
2365,"09/198,867",6570922,12266268
2366,"09/198,867",6570922,12266268
2367,"09/198,867",6570922,12266268
2368,"09/198,867",6570922,12266268
2369,"09/198,867",6570922,12266268
2370,"09/198,867",6570922,12266268
2371,"09/198,867",6570922,12266268
2372,"09/198,867",6570922,12266268
2373,"09/198,867",6570922,12266268
2374,"09/198,867",6570922,12266268
2375,"09/198,867",6570922,12266268
2376,"11/236,990",7450975,10594566
2377,"08/321,382",6157669,11953158
2378,"08/321,382",6157669,11953158
2379,"09/819,020",6990081,10157688
2380,"09/507,851",6690723,10815335
2381,"09/507,851",6690723,10815335
