7962181,5
7265724,5
6782251,5
6694060,5
6724170,5
7539186,5
6173005,5
8004555,5
8018893,5
6670897,5
7607022,5
7688764,5
7310379,5
5991285,5
6665549,5
5999826,5
6313736,5
6160545,5
6895238,5
6438114,5
6441786,5
5912878,5
7729366,5
5821007,5
6011510,5
6792293,5
6049821,5
7356348,5
5838740,5
6591095,5
6175740,5
7248842,5
5933062,5
6275500,5
6904023,5
5974325,5
7395048,5
7640373,5
7266198,5
6665521,5
7769370,5
6310634,5
5663748,5
6615267,5
6999773,5
5752163,5
6758303,5
7640571,5
7106874,4
6724825,4
7643564,4
6658000,4
6072250,4
7271948,4
6188979,4
7170341,4
6148206,4
5732350,4
6847311,4
6349216,4
6298135,4
6633839,4
7136482,4
7577441,4
7500198,4
6272333,4
6901603,4
5754659,4
6275536,4
6807529,4
6208871,4
6366302,4
6466804,4
6184651,4
6049537,4
6069886,4
6657595,4
7200190,4
7039048,4
5738583,4
7483543,4
6449312,4
7057607,4
6839542,4
7599327,4
6810525,4
7330174,4
6216086,4
7877123,4
6509659,4
6665283,4
5862451,4
5956641,4
6170005,4
7623447,4
6232970,4
6925128,4
6122270,4
6057884,4
6836212,4
7581181,4
6493198,4
7062556,4
7025596,4
5710766,4
5631101,4
6782208,4
7738530,4
6728531,4
7873338,4
6859503,4
6529746,4
6728965,4
7176838,4
6298233,4
6108558,4
6052563,4
7010657,4
7756097,4
6233559,4
6671849,4
5894320,4
6424743,4
5935220,4
7519042,4
6148208,4
6128479,4
7149521,4
5799256,4
5904740,4
6748195,4
6356708,4
6983370,4
5963012,4
6212550,4
7181257,4
6011800,4
7653422,4
6483874,4
6167084,4
7130610,4
5768527,4
6556814,4
7085576,4
6429808,4
6130613,3
6112244,3
5741609,3
6901122,3
7039115,3
7019491,3
5991447,3
6282183,3
7689448,3
7634296,3
6597915,3
6081438,3
7529379,3
7062261,3
6321070,3
6522352,3
5940799,3
5848357,3
7817534,3
6218973,3
6141341,3
7307523,3
6424623,3
6795768,3
6671525,3
7242932,3
6268077,3
6925501,3
6304581,3
6980561,3
7747017,3
8007110,3
7653383,3
7697480,3
6791995,3
7243072,3
7542422,3
6704046,3
6014552,3
6765536,3
6160489,3
7684813,3
6134446,3
6917182,3
6341222,3
6308294,3
6956893,3
6600928,3
6009091,3
6487180,3
6912581,3
6640184,3
7561553,3
5723229,3
6192256,3
7668141,3
7477690,3
8270359,3
5949948,3
6236960,3
7272382,3
8537724,3
7970350,3
5867140,3
5854785,3
6012634,3
7957360,3
7091911,3
7443316,3
6411946,3
6570861,3
7844265,3
6486874,3
6125286,3
6104808,3
7944981,3
5966656,3
6700867,3
7251820,3
5862140,3
7676250,3
6217623,3
7257430,3
6671882,3
7132745,3
6975621,3
6034971,3
6449465,3
6023230,3
6484033,3
8107885,3
6690892,3
6970926,3
7818792,3
5699365,3
6285681,3
7000173,3
8054894,3
6094565,3
7853857,3
5896575,3
6018764,3
6138042,3
6385462,3
7272847,3
6958759,3
7233280,3
7138979,3
5987327,3
6154485,3
7117019,3
6018671,3
7702289,3
6662154,3
6799062,3
6137802,3
5640166,3
6807563,3
5781547,3
7190263,3
6049707,3
6799038,3
6020878,3
6731684,3
6219703,3
6324184,3
6980596,3
7680118,3
5652616,3
7047050,3
6898285,3
6346911,3
6101175,3
7221945,3
7684799,3
6606483,3
6584825,3
7254405,3
6907237,3
6069896,3
6574610,3
7073192,3
7656842,3
6992658,3
7643832,3
6993327,3
7176980,3
6912507,3
7453219,3
6202088,3
7085542,3
6434391,3
7539490,3
6605454,3
6094429,3
6553021,3
6497975,3
6073092,2
6275693,2
6198931,2
6110618,2
6707826,2
6993342,2
7209717,2
8121552,2
8255151,2
5929702,2
7689239,2
6212382,2
6117585,2
7848739,2
7260394,2
8155683,2
6944455,2
6228516,2
7895594,2
6661409,2
7048556,2
7135837,2
7298326,2
7738639,2
5751763,2
6694149,2
7873893,2
6249678,2
7853475,2
7064772,2
7181223,2
6982752,2
5661635,2
5893024,2
7558587,2
6792281,2
6671852,2
6704572,2
6151362,2
6822974,2
6525677,2
6493671,2
7058407,2
6859494,2
5893132,2
6421602,2
6347882,2
7269504,2
7088988,2
7171204,2
6741554,2
7007064,2
7239650,2
7660353,2
6055333,2
5987012,2
7103319,2
7024216,2
7199762,2
6063521,2
6687486,2
6396726,2
7738907,2
6649852,2
6732270,2
7177819,2
6406808,2
6952573,2
5892769,2
6167235,2
6374100,2
6334063,2
6529804,2
6212393,2
6563427,2
7154468,2
7765600,2
5790607,2
6836806,2
7551931,2
6178327,2
6097953,2
7504936,2
8050189,2
6011959,2
6421607,2
7453831,2
7099389,2
6108314,2
8015005,2
6173330,2
7436811,2
6944245,2
6836514,2
7456793,2
7653413,2
6608861,2
6043707,2
6330459,2
6701160,2
7499950,2
7874983,2
6940861,2
5703877,2
7110559,2
7143333,2
6373884,2
7106358,2
6216015,2
7305555,2
5930756,2
5794185,2
6889212,2
7231213,2
7477699,2
6865384,2
7825901,2
6529520,2
6012063,2
6438360,2
7020165,2
6842484,2
7512110,2
6360097,2
7298321,2
6909761,2
7961828,2
5940447,2
6483913,2
7321570,2
6373433,2
6160449,2
7443657,2
7616654,2
6418149,2
7447735,2
6757548,2
6138032,2
7242923,2
6757544,2
6678740,2
7492753,2
7108914,2
6907019,2
7373181,2
7281066,2
5781226,2
6067457,2
7269561,2
6014376,2
5903558,2
7747021,2
5922047,2
7050514,2
6989235,2
6223154,2
6944137,2
6131049,2
6888811,2
5905803,2
7148917,2
5952942,2
7048897,2
6829502,2
6157669,2
7570916,2
7173606,2
6882856,2
7200363,2
7933238,2
7020175,2
6041241,2
6326770,2
7667371,2
7096025,2
6259741,2
7213062,2
7944484,2
6931059,2
7243366,2
6584301,2
7751826,2
5948066,2
7024207,2
5862480,2
6584325,2
6072987,2
6009325,2
6384727,2
6161018,2
5665265,2
5933330,2
7876199,2
7026789,2
7469149,2
5828660,2
8208434,2
5862452,2
6459440,2
7634565,2
6104726,2
6954649,2
7430174,2
7310375,2
8199845,2
6342774,2
6044276,2
5956626,2
6999759,2
6505058,2
7590092,2
6754908,2
6134336,2
6459892,2
6275611,2
6157632,2
6819083,2
6171138,2
7257421,2
6308079,2
6224393,2
6963730,2
6496794,2
6469997,2
6876543,2
7778652,2
6169802,2
6993296,2
7218666,2
5757229,2
7586990,2
6583716,2
6211819,2
7509148,2
6002948,2
7583973,2
6978136,2
6564047,2
7660986,2
5751378,2
7747004,2
6731940,2
5903844,2
7046910,2
6195342,2
6609004,2
6757337,2
6660427,2
6285786,2
6643541,2
6104993,2
6137994,2
6799201,2
6987819,2
6128287,2
5724004,2
6958984,2
6741873,2
7248645,2
6662010,2
7092568,2
6072790,2
5627931,2
5857173,2
6381477,2
6453160,2
6925123,2
7042855,2
7190956,2
5959693,2
7844229,2
5966667,2
7499700,2
6961384,2
6810323,2
7769087,2
6009336,2
6078571,2
6615036,2
6144651,2
6556817,1
5745695,1
6764788,1
7809282,1
6169903,1
7920795,1
6980818,1
8010985,1
7414990,1
7742624,1
6084968,1
7003045,1
5999815,1
6327307,1
6130883,1
7165112,1
6985138,1
6151397,1
7089577,1
6879584,1
6937873,1
7050773,1
7242784,1
6169886,1
7945255,1
7801066,1
6122335,1
5861777,1
5901357,1
7386128,1
6192247,1
7551372,1
7689228,1
7810105,1
7230550,1
7061879,1
6377713,1
6429811,1
7388544,1
5758264,1
6952574,1
8312142,1
5715282,1
7925293,1
7242722,1
7787870,1
8379655,1
7590996,1
6456852,1
6493629,1
7757148,1
7062544,1
6052064,1
7343171,1
7312729,1
7742788,1
8140102,1
6972382,1
6850040,1
7640020,1
6542753,1
5862488,1
7729433,1
6931477,1
6104512,1
6091962,1
7778653,1
6327299,1
6208637,1
7242956,1
6980816,1
6766171,1
5656917,1
8412209,1
7834853,1
6434381,1
7733919,1
6157726,1
7430459,1
7609676,1
7310809,1
6151572,1
5940452,1
5995840,1
5936516,1
7486044,1
6313732,1
6166787,1
6885638,1
6961427,1
6144276,1
6988064,1
7657272,1
6177881,1
6834075,1
7266101,1
6498358,1
5754953,1
5812542,1
7983426,1
6936361,1
5905407,1
6934275,1
6188767,1
5828295,1
6430405,1
6100664,1
7218943,1
7190947,1
7831992,1
6289129,1
5898696,1
7107018,1
7080397,1
7310423,1
7139586,1
6990081,1
7106814,1
6729547,1
7027840,1
7477196,1
8017864,1
7499719,1
6246327,1
7653398,1
5974085,1
5963848,1
5781583,1
7450722,1
5963876,1
7792670,1
8009612,1
6058106,1
6483851,1
6760589,1
7016319,1
7683965,1
7016315,1
6084468,1
7929701,1
6996172,1
6885242,1
6021332,1
6512776,1
6856628,1
5822699,1
6560215,1
5736933,1
6829475,1
6775536,1
7321780,1
6256008,1
6904611,1
6092041,1
6141541,1
6968158,1
6421347,1
6112100,1
6026086,1
7839927,1
6927728,1
6434159,1
6125137,1
6735435,1
7282891,1
6331972,1
8031583,1
6792534,1
6415252,1
6151497,1
7603120,1
7729357,1
7187759,1
6978474,1
5637418,1
7468573,1
7103782,1
7084815,1
6725021,1
7460509,1
5930304,1
6882971,1
5942938,1
5777558,1
7046799,1
6138010,1
7840119,1
6606359,1
7706249,1
7194099,1
6101531,1
6389269,1
5982757,1
6319631,1
7076000,1
7031373,1
6699611,1
6901259,1
5692019,1
7479928,1
5920549,1
6529728,1
6374092,1
6822611,1
6080690,1
8131286,1
7065206,1
7526001,1
7342939,1
6661853,1
7095707,1
7375730,1
5982363,1
7331793,1
7787421,1
5805095,1
7428229,1
7398453,1
7380022,1
5778030,1
7660431,1
6526031,1
6298224,1
6978424,1
6292573,1
7110766,1
7603092,1
6853445,1
8223854,1
6529488,1
6542483,1
6829313,1
7787357,1
6223035,1
7089344,1
6504494,1
6934568,1
6636745,1
7996019,1
8437798,1
5926104,1
7283806,1
6259733,1
6505055,1
8290486,1
6327300,1
7142190,1
6845235,1
5835730,1
7002942,1
6443340,1
6252867,1
6996547,1
5929806,1
6967576,1
6927432,1
7103337,1
8145127,1
7920494,1
7234119,1
6054843,1
6978124,1
6880170,1
5893036,1
7072688,1
5909444,1
5924044,1
6282182,1
5796777,1
5982411,1
7626365,1
5946346,1
6378073,1
6304763,1
8253624,1
7113771,1
6161207,1
7786901,1
6018651,1
7493087,1
7567239,1
7269152,1
6242979,1
6055413,1
7451361,1
7886355,1
7512795,1
6188904,1
7764644,1
7047005,1
6697637,1
7706443,1
7042879,1
7564908,1
5797103,1
6313787,1
5754484,1
8030914,1
8224390,1
7974536,1
7676583,1
7821996,1
6114968,1
7020198,1
6944427,1
5855003,1
8204036,1
6850285,1
6094566,1
6337983,1
6026126,1
7214999,1
6819256,1
6931251,1
5929776,1
7529263,1
7509259,1
7957772,1
5793795,1
7423997,1
6016312,1
6765882,1
7305251,1
6996779,1
7302468,1
7236858,1
6080501,1
5832026,1
6617075,1
8037011,1
6987738,1
7327704,1
7149523,1
7796083,1
7206847,1
7206044,1
8175530,1
6404764,1
7446434,1
7600880,1
7796639,1
6049192,1
5949795,1
6134121,1
8108830,1
6226403,1
5825762,1
7972051,1
6636751,1
5974032,1
6344727,1
5781530,1
7016475,1
6980811,1
7606303,1
6871074,1
7983143,1
6164531,1
7801543,1
6219840,1
7084737,1
6081510,1
7085256,1
7023814,1
7616610,1
7363044,1
7102577,1
7801527,1
7426175,1
8767632,1
6940820,1
6091969,1
7257280,1
5974184,1
7133672,1
7340221,1
6643707,1
6408176,1
6807527,1
5987021,1
6377161,1
5966671,1
6125278,1
7831267,1
6112074,1
5966651,1
6624742,1
8320267,1
7388923,1
6661371,1
7359738,1
6643503,1
7693110,1
6122271,1
6369753,1
7046988,1
7167710,1
7505764,1
7148878,1
8320878,1
7630705,1
6005498,1
7062246,1
5812956,1
7792544,1
7499689,1
7079872,1
6347228,1
5771229,1
7065068,1
6978165,1
7373013,1
7873010,1
7068230,1
6421016,1
7180875,1
6571091,1
6774737,1
6505049,1
6345307,1
7676362,1
6836676,1
7555696,1
6023615,1
8275003,1
6321197,1
7471749,1
7068708,1
7643817,1
8055211,1
5901346,1
8244250,1
6947760,1
7158482,1
5999138,1
8036237,1
6173431,1
7551738,1
6570362,1
7522675,1
6304765,1
6292475,1
7633389,1
6580754,1
7239898,1
7095403,1
5988577,1
6762723,1
6768908,1
5675286,1
6285899,1
7912009,1
5812527,1
6173181,1
7516471,1
6078793,1
8229428,1
6078809,1
7450975,1
6732321,1
8285322,1
7146015,1
7263365,1
7035270,1
7489928,1
5768319,1
6925438,1
6128763,1
6873614,1
5818887,1
7262724,1
8060012,1
7315967,1
5931513,1
6044158,1
6157545,1
